hgnc_symbol	ensembl_gene_id	chromosome_name	feature	included
MYLK3	ENSG00000140795	16	MYLK3|91807	FALSE
MYLK4	ENSG00000145949	6	MYLK4|340156	FALSE
MYLK	ENSG00000065534	3	MYLK|4638	TRUE
MYLPF	ENSG00000180209	16	MYLPF|29895	FALSE
MYNN	ENSG00000085274	3	MYNN|55892	TRUE
MYO10	ENSG00000145555	5	MYO10|4651	TRUE
MYO15A	ENSG00000091536	17	MYO15A|51168	FALSE
MYO16	ENSG00000041515	13	MYO16|23026	TRUE
MYO18A	ENSG00000196535	17	MYO18A|399687	TRUE
MYO18B	ENSG00000133454	22	MYO18B|84700	FALSE
MYO19	ENSG00000278259	17	MYO19|80179	FALSE
MYO1A	ENSG00000166866	12	MYO1A|4640	FALSE
MYO1B	ENSG00000128641	2	MYO1B|4430	TRUE
MYO1C	ENSG00000197879	17	MYO1C|4641	TRUE
MYO1D	ENSG00000176658	17	MYO1D|4642	TRUE
MYO1E	ENSG00000157483	15	MYO1E|4643	TRUE
MYO1F	ENSG00000142347	19	MYO1F|4542	TRUE
MYO1G	ENSG00000136286	7	MYO1G|64005	FALSE
MYO1H	ENSG00000174527	12	MYO1H|283446	FALSE
MYO3A	ENSG00000095777	10	MYO3A|53904	FALSE
MYO3B	ENSG00000071909	2	MYO3B|140469	FALSE
MYO5A	ENSG00000197535	15	MYO5A|4644	TRUE
MYO5B	ENSG00000167306	18	MYO5B|4645	FALSE
MYO5C	ENSG00000128833	15	MYO5C|55930	TRUE
MYO6	ENSG00000196586	6	MYO6|4646	TRUE
MYO7A	ENSG00000137474	11	MYO7A|4647	TRUE
MYO7B	ENSG00000169994	2	MYO7B|4648	FALSE
MYO9A	ENSG00000066933	15	MYO9A|4649	TRUE
MYO9B	ENSG00000099331	19	MYO9B|4650	TRUE
MYOCD	ENSG00000141052	17	MYOCD|93649	FALSE
MYOC	ENSG00000034971	1	MYOC|4653	FALSE
MYOD1	ENSG00000129152	11	MYOD1|4654	FALSE
MYOF	ENSG00000138119	10	MYOF|26509	TRUE
MYOG	ENSG00000122180	1	MYOG|4656	FALSE
MYOM1	ENSG00000101605	18	MYOM1|8736	TRUE
MYOM2	ENSG00000036448	8	MYOM2|9172	TRUE
MYOM3	ENSG00000142661	1	MYOM3|127294	FALSE
MYOT	ENSG00000120729	5	MYOT|9499	FALSE
MYOZ1	ENSG00000177791	10	MYOZ1|58529	FALSE
MYOZ2	ENSG00000172399	4	MYOZ2|51778	FALSE
MYOZ3	ENSG00000164591	5	MYOZ3|91977	FALSE
MYPN	ENSG00000138347	10	MYPN|84665	FALSE
MYPOP	ENSG00000176182	19	MYPOP|339344	FALSE
MYRIP	ENSG00000170011	3	MYRIP|25924	TRUE
MYSM1	ENSG00000162601	1	MYSM1|114803	FALSE
KAT8	ENSG00000103510	16	MYST1|84148	TRUE
KAT7	ENSG00000136504	17	MYST2|11143	TRUE
KAT6A	ENSG00000083168	8	MYST3|7994	TRUE
KAT6B	ENSG00000156650	10	MYST4|23522	TRUE
MYT1L	ENSG00000186487	2	MYT1L|23040	TRUE
MYT1	ENSG00000196132	20	MYT1|4661	TRUE
MZF1	ENSG00000099326	19	MZF1|7593	TRUE
N4BP1	ENSG00000102921	16	N4BP1|9683	TRUE
N4BP2L1	ENSG00000139597	13	N4BP2L1|90634	TRUE
N4BP2L2	ENSG00000244754	13	N4BP2L2|10443	TRUE
N4BP2	ENSG00000078177	4	N4BP2|55728	TRUE
N4BP3	ENSG00000145911	5	N4BP3|23138	FALSE
N6AMT1	ENSG00000156239	21	N6AMT1|29104	TRUE
EEF1AKMT1	ENSG00000150456	13	N6AMT2|221143	FALSE
NAA10	ENSG00000102030	X	NAA10|8260	TRUE
NAA11	ENSG00000156269	4	NAA11|84779	FALSE
NAA15	ENSG00000164134	4	NAA15|80155	TRUE
NAA16	ENSG00000172766	13	NAA16|79612	TRUE
NAA20	ENSG00000173418	20	NAA20|51126	TRUE
NAA25	ENSG00000111300	12	NAA25|80018	TRUE
NAA30	ENSG00000139977	14	NAA30|122830	TRUE
NAA35	ENSG00000135040	9	NAA35|60560	TRUE
LSM8	ENSG00000128534	7	NAA38|51691	TRUE
NAA40	ENSG00000110583	11	NAA40|79829	TRUE
NAA50	ENSG00000121579	3	NAA50|80218	TRUE
NAAA	ENSG00000138744	4	NAAA|27163	FALSE
NAALAD2	ENSG00000077616	11	NAALAD2|10003	FALSE
NAALADL1	ENSG00000168060	11	NAALADL1|10004	FALSE
NAALADL2	ENSG00000177694	3	NAALADL2|254827	FALSE
NAB1	ENSG00000138386	2	NAB1|4664	TRUE
NAB2	ENSG00000166886	12	NAB2|4665	TRUE
NACA2	ENSG00000253506	17	NACA2|342538	FALSE
NACAD	ENSG00000136274	7	NACAD|23148	TRUE
NACA	ENSG00000196531	12	NACA|4666	FALSE
NACC1	ENSG00000160877	19	NACC1|112939	TRUE
NACC2	ENSG00000148411	9	NACC2|138151	TRUE
NADK	ENSG00000008130	1	NADK|65220	TRUE
NADSYN1	ENSG00000172890	11	NADSYN1|55191	TRUE
NAE1	ENSG00000159593	16	NAE1|8883	TRUE
NAF1	ENSG00000145414	4	NAF1|92345	FALSE
NAGA	ENSG00000198951	22	NAGA|4668	TRUE
NAGK	ENSG00000124357	2	NAGK|55577	TRUE
NAGLU	ENSG00000108784	17	NAGLU|4669	TRUE
NAGPA	ENSG00000103174	16	NAGPA|51172	FALSE
NAGS	ENSG00000161653	17	NAGS|162417	FALSE
NAIF1	ENSG00000171169	9	NAIF1|203245	FALSE
NAIP	ENSG00000249437	5	NAIP|4671	FALSE
NALCN	ENSG00000102452	13	NALCN|259232	TRUE
NAMPT	ENSG00000105835	7	NAMPT|10135	TRUE
NANOG	ENSG00000111704	12	NANOG|79923	FALSE
NANOS1	ENSG00000188613	10	NANOS1|340719	FALSE
NANOS2	ENSG00000188425	19	NANOS2|339345	FALSE
NANOS3	ENSG00000187556	19	NANOS3|342977	FALSE
NANP	ENSG00000170191	20	NANP|140838	FALSE
NANS	ENSG00000095380	9	NANS|54187	TRUE
NAP1L1	ENSG00000187109	12	NAP1L1|4673	FALSE
NAP1L2	ENSG00000186462	X	NAP1L2|4674	TRUE
NAP1L3	ENSG00000186310	X	NAP1L3|4675	TRUE
NAP1L4	ENSG00000205531	11	NAP1L4|4676	TRUE
NAP1L5	ENSG00000177432	4	NAP1L5|266812	TRUE
NAPA	ENSG00000105402	19	NAPA|8775	TRUE
NAPB	ENSG00000125814	20	NAPB|63908	TRUE
NAPEPLD	ENSG00000161048	7	NAPEPLD|222236	TRUE
NAPG	ENSG00000134265	18	NAPG|8774	TRUE
NAPRT	ENSG00000147813	8	NAPRT1|93100	TRUE
NAPSA	ENSG00000131400	19	NAPSA|9476	FALSE
NAPSB	ENSG00000131401	19	NAPSB|256236	TRUE
NARFL	ENSG00000103245	16	NARFL|64428	TRUE
NARF	ENSG00000141562	17	NARF|26502	TRUE
ICE2	ENSG00000128915	15	NARG2|79664	TRUE
NARS2	ENSG00000137513	11	NARS2|79731	TRUE
NARS	ENSG00000134440	18	NARS|4677	TRUE
NASP	ENSG00000132780	1	NASP|4678	TRUE
NAT10	ENSG00000135372	11	NAT10|55226	TRUE
NAT14	ENSG00000090971	19	NAT14|57106	TRUE
NAA60	ENSG00000122390	16	NAT15|79903	TRUE
NAT1	ENSG00000171428	8	NAT1|9	FALSE
NAT2	ENSG00000156006	8	NAT2|10	FALSE
NAT6	ENSG00000243477	3	NAT6|24142	FALSE
NAT8L	ENSG00000185818	4	NAT8L|339983	TRUE
NAT8	ENSG00000144035	2	NAT8|9027	FALSE
NAT9	ENSG00000109065	17	NAT9|26151	TRUE
NAV1	ENSG00000134369	1	NAV1|89796	TRUE
NAV2	ENSG00000166833	11	NAV2|89797	TRUE
NAV3	ENSG00000067798	12	NAV3|89795	TRUE
NBAS	ENSG00000151779	2	NBAS|51594	TRUE
NBEAL1	ENSG00000144426	2	NBEAL1|65065	FALSE
NBEAL2	ENSG00000160796	3	NBEAL2|23218	FALSE
NBEA	ENSG00000172915	13	NBEA|26960	TRUE
NBL1	ENSG00000158747	1	NBL1|4681	TRUE
HAND2-AS1	ENSG00000237125	4	NBLA00301|79804	FALSE
NBN	ENSG00000104320	8	NBN|4683	TRUE
NBPF10	ENSG00000271425	1	NBPF10|100132406	TRUE
25832	ENSG00000270629	1	NBPF14|25832	TRUE
NBPF15	ENSG00000266338	1	NBPF15|284565	FALSE
NBPF3	ENSG00000142794	1	NBPF3|84224	FALSE
NBPF4	ENSG00000196427	1	NBPF4|148545	FALSE
NBPF6	ENSG00000186086	1	NBPF6|653149	FALSE
NBR1	ENSG00000188554	17	NBR1|4077	TRUE
NBR2	ENSG00000198496	17	NBR2|10230	FALSE
NCALD	ENSG00000104490	8	NCALD|83988	TRUE
NCAM1	ENSG00000149294	11	NCAM1|4684	FALSE
NCAM2	ENSG00000154654	21	NCAM2|4685	TRUE
NCAN	ENSG00000130287	19	NCAN|1463	TRUE
NCAPD2	ENSG00000010292	12	NCAPD2|9918	TRUE
NCAPD3	ENSG00000151503	11	NCAPD3|23310	TRUE
NCAPG2	ENSG00000146918	7	NCAPG2|54892	TRUE
NCAPG	ENSG00000109805	4	NCAPG|64151	TRUE
NCAPH2	ENSG00000025770	22	NCAPH2|29781	TRUE
NCAPH	ENSG00000121152	2	NCAPH|23397	FALSE
NCBP1	ENSG00000136937	9	NCBP1|4686	TRUE
NCBP2	ENSG00000114503	3	NCBP2|22916	TRUE
NCCRP1	ENSG00000188505	19	NCCRP1|342897	FALSE
NCDN	ENSG00000020129	1	NCDN|23154	TRUE
NCEH1	ENSG00000144959	3	NCEH1|57552	TRUE
NCF1B	ENSG00000182487	7	NCF1B|654816	FALSE
NCF1C	ENSG00000165178	7	NCF1C|654817	FALSE
NCF1	ENSG00000158517	7	NCF1|653361	FALSE
NCF2	ENSG00000116701	1	NCF2|4688	FALSE
NCF4	ENSG00000100365	22	NCF4|4689	FALSE
NCK1	ENSG00000158092	3	NCK1|4690	TRUE
NCK2	ENSG00000071051	2	NCK2|8440	TRUE
NCKAP1L	ENSG00000123338	12	NCKAP1L|3071	TRUE
NCKAP1	ENSG00000061676	2	NCKAP1|10787	FALSE
NCKAP5L	ENSG00000167566	12	NCKAP5L|57701	TRUE
NCKAP5	ENSG00000176771	2	NCKAP5|344148	TRUE
NCKIPSD	ENSG00000213672	3	NCKIPSD|51517	TRUE
NCLN	ENSG00000125912	19	NCLN|56926	TRUE
NCL	ENSG00000115053	2	NCL|4691	FALSE
NCOA1	ENSG00000084676	2	NCOA1|8648	TRUE
NCOA2	ENSG00000140396	8	NCOA2|10499	TRUE
NCOA3	ENSG00000124151	20	NCOA3|8202	TRUE
NCOA4	ENSG00000266412	10	NCOA4|8031	TRUE
NCOA5	ENSG00000124160	20	NCOA5|57727	TRUE
NCOA6	ENSG00000198646	20	NCOA6|23054	TRUE
NCOA7	ENSG00000111912	6	NCOA7|135112	TRUE
NCOR1	ENSG00000141027	17	NCOR1|9611	TRUE
NCOR2	ENSG00000196498	12	NCOR2|9612	TRUE
NCR1	ENSG00000189430	19	NCR1|9437	FALSE
NCR2	ENSG00000096264	6	NCR2|9436	FALSE
LINC00028	ENSG00000233354	20	NCRNA00028|140875	FALSE
LINC00051	ENSG00000254008	8	NCRNA00051|619434	FALSE
LINC00052	ENSG00000259527	15	NCRNA00052|145978	FALSE
BBIP1	ENSG00000214413	10	NCRNA00081|92482	TRUE
SPACA6	ENSG00000182310	19	NCRNA00085|147650	FALSE
LINC00092	ENSG00000225194	9	NCRNA00092|100188953	FALSE
FBXL19-AS1	ENSG00000260852	16	NCRNA00095|283932	FALSE
KCNIP4-IT1	ENSG00000280650	4	NCRNA00099|359822	FALSE
LINC00112	ENSG00000232401	21	NCRNA00112|54089	FALSE
LINC00113	ENSG00000225298	21	NCRNA00113|54088	FALSE
LINC00114	ENSG00000223806	21	NCRNA00114|400866	FALSE
LINC00115	ENSG00000225880	1	NCRNA00115|79854	FALSE
NPHP3-AS1	ENSG00000248724	3	NCRNA00119|348808	FALSE
LINC00152	ENSG00000222041	2	NCRNA00152|112597	FALSE
LINC00158	ENSG00000185433	21	NCRNA00158|54072	FALSE
LINC00160	ENSG00000230978	21	NCRNA00160|54064	FALSE
LINC00161	ENSG00000226935	21	NCRNA00161|118421	FALSE
PICSAR	ENSG00000275874	21	NCRNA00162|378825	FALSE
ANKRD30BL	ENSG00000163046	2	NCRNA00164|554226	FALSE
LINC00173	ENSG00000196668	12	NCRNA00173|100287569	FALSE
LINC00174	ENSG00000179406	7	NCRNA00174|285908	FALSE
COL18A1-AS1	ENSG00000183535	21	NCRNA00175|378832	FALSE
A1BG-AS1	ENSG00000268895	19	NCRNA00181|503538	FALSE
FTX	ENSG00000230590	X	NCRNA00182|100302692	FALSE
JPX	ENSG00000225470	X	NCRNA00183|554203	FALSE
LRRC75A-AS1	ENSG00000175061	17	NCRNA00188|125144	TRUE
LINC00189	ENSG00000215533	21	NCRNA00189|193629	FALSE
LINC00200	ENSG00000229205	10	NCRNA00200|399706	FALSE
ITPK1-AS1	ENSG00000258730	14	NCRNA00203|319085	FALSE
NCS1	ENSG00000107130	9	NCS1|23413	TRUE
NCSTN	ENSG00000162736	1	NCSTN|23385	TRUE
NDC80	ENSG00000080986	18	NDC80|10403	TRUE
54820	ENSG00000072864	16	NDE1|54820	TRUE
NDEL1	ENSG00000166579	17	NDEL1|81565	TRUE
NDFIP1	ENSG00000131507	5	NDFIP1|80762	TRUE
NDFIP2	ENSG00000102471	13	NDFIP2|54602	TRUE
NSMCE3	ENSG00000185115	15	NDNL2|56160	TRUE
NDN	ENSG00000182636	15	NDN|4692	TRUE
NDP	ENSG00000124479	X	NDP|4693	TRUE
NDRG1	ENSG00000104419	8	NDRG1|10397	TRUE
57447	ENSG00000165795	14	NDRG2|57447	FALSE
NDRG3	ENSG00000101079	20	NDRG3|57446	TRUE
NDRG4	ENSG00000103034	16	NDRG4|65009	TRUE
NDST1	ENSG00000070614	5	NDST1|3340	TRUE
NDST2	ENSG00000166507	10	NDST2|8509	TRUE
NDST3	ENSG00000164100	4	NDST3|9348	FALSE
NDST4	ENSG00000138653	4	NDST4|64579	FALSE
NDUFA10	ENSG00000130414	2	NDUFA10|4705	TRUE
NDUFA11	ENSG00000174886	19	NDUFA11|126328	TRUE
NDUFA12	ENSG00000184752	12	NDUFA12|55967	TRUE
NDUFA13	ENSG00000186010	19	NDUFA13|51079	TRUE
NDUFA1	ENSG00000125356	X	NDUFA1|4694	TRUE
NDUFA2	ENSG00000131495	5	NDUFA2|4695	TRUE
NDUFA3	ENSG00000170906	19	NDUFA3|4696	TRUE
NDUFA4L2	ENSG00000185633	12	NDUFA4L2|56901	TRUE
NDUFA4	ENSG00000189043	7	NDUFA4|4697	TRUE
NDUFA5	ENSG00000128609	7	NDUFA5|4698	TRUE
NDUFA6	ENSG00000184983	22	NDUFA6|4700	TRUE
NDUFA7	ENSG00000267855	19	NDUFA7|4701	TRUE
NDUFA8	ENSG00000119421	9	NDUFA8|4702	TRUE
NDUFA9	ENSG00000139180	12	NDUFA9|4704	TRUE
NDUFAB1	ENSG00000004779	16	NDUFAB1|4706	TRUE
NDUFAF1	ENSG00000137806	15	NDUFAF1|51103	TRUE
NDUFAF2	ENSG00000164182	5	NDUFAF2|91942	FALSE
NDUFAF3	ENSG00000178057	3	NDUFAF3|25915	TRUE
NDUFAF4	ENSG00000123545	6	NDUFAF4|29078	FALSE
NDUFB10	ENSG00000140990	16	NDUFB10|4716	TRUE
NDUFB11	ENSG00000147123	X	NDUFB11|54539	TRUE
NDUFB1	ENSG00000183648	14	NDUFB1|4707	TRUE
NDUFB2	ENSG00000090266	7	NDUFB2|4708	TRUE
NDUFB3	ENSG00000119013	2	NDUFB3|4709	TRUE
NDUFB4	ENSG00000065518	3	NDUFB4|4710	TRUE
NDUFB5	ENSG00000136521	3	NDUFB5|4711	TRUE
NDUFB6	ENSG00000165264	9	NDUFB6|4712	TRUE
NDUFB7	ENSG00000099795	19	NDUFB7|4713	TRUE
NDUFB8	ENSG00000166136	10	NDUFB8|4714	TRUE
NDUFB9	ENSG00000147684	8	NDUFB9|4715	TRUE
NDUFC1	ENSG00000109390	4	NDUFC1|4717	TRUE
NDUFC2	ENSG00000151366	11	NDUFC2|4718	TRUE
NDUFS1	ENSG00000023228	2	NDUFS1|4719	TRUE
NDUFS2	ENSG00000158864	1	NDUFS2|4720	TRUE
NDUFS3	ENSG00000213619	11	NDUFS3|4722	TRUE
NDUFS4	ENSG00000164258	5	NDUFS4|4724	TRUE
NDUFS5	ENSG00000168653	1	NDUFS5|4725	TRUE
NDUFS6	ENSG00000145494	5	NDUFS6|4726	TRUE
NDUFS7	ENSG00000115286	19	NDUFS7|374291	TRUE
4728	ENSG00000110717	11	NDUFS8|4728	TRUE
NDUFV1	ENSG00000167792	11	NDUFV1|4723	TRUE
NDUFV2	ENSG00000178127	18	NDUFV2|4729	TRUE
NDUFV3	ENSG00000160194	21	NDUFV3|4731	TRUE
283131	ENSG00000245532	11	NEAT1|283131	TRUE
NEBL	ENSG00000078114	10	NEBL|10529	TRUE
NEB	ENSG00000183091	2	NEB|4703	FALSE
NECAB1	ENSG00000123119	8	NECAB1|64168	TRUE
NECAB2	ENSG00000103154	16	NECAB2|54550	TRUE
NECAB3	ENSG00000125967	20	NECAB3|63941	TRUE
NECAP1	ENSG00000089818	12	NECAP1|25977	TRUE
NECAP2	ENSG00000157191	1	NECAP2|55707	TRUE
NEDD1	ENSG00000139350	12	NEDD1|121441	TRUE
NEDD4L	ENSG00000049759	18	NEDD4L|23327	TRUE
NEDD4	ENSG00000069869	15	NEDD4|4734	TRUE
NEDD8	ENSG00000129559	14	NEDD8|4738	TRUE
NEDD9	ENSG00000111859	6	NEDD9|4739	TRUE
NEFH	ENSG00000100285	22	NEFH|4744	TRUE
NEFL	ENSG00000277586	8	NEFL|4747	TRUE
NEFM	ENSG00000104722	8	NEFM|4741	TRUE
NEGR1	ENSG00000172260	1	NEGR1|257194	TRUE
NEIL1	ENSG00000140398	15	NEIL1|79661	FALSE
NEIL2	ENSG00000154328	8	NEIL2|252969	TRUE
NEIL3	ENSG00000109674	4	NEIL3|55247	FALSE
NEK10	ENSG00000163491	3	NEK10|152110	FALSE
NEK11	ENSG00000114670	3	NEK11|79858	TRUE
NEK1	ENSG00000137601	4	NEK1|4750	TRUE
NEK2	ENSG00000117650	1	NEK2|4751	FALSE
NEK3	ENSG00000136098	13	NEK3|4752	FALSE
NEK4	ENSG00000114904	3	NEK4|6787	TRUE
NEK5	ENSG00000197168	13	NEK5|341676	FALSE
NEK6	ENSG00000119408	9	NEK6|10783	TRUE
NEK7	ENSG00000151414	1	NEK7|140609	TRUE
NEK8	ENSG00000160602	17	NEK8|284086	FALSE
NEK9	ENSG00000119638	14	NEK9|91754	TRUE
26012	ENSG00000165802	9	NELF|26012	TRUE
NELL1	ENSG00000165973	11	NELL1|4745	TRUE
NELL2	ENSG00000184613	12	NELL2|4753	TRUE
NENF	ENSG00000117691	1	NENF|29937	TRUE
NEO1	ENSG00000067141	15	NEO1|4756	TRUE
NES	ENSG00000132688	1	NES|10763	TRUE
NET1	ENSG00000173848	10	NET1|10276	TRUE
NETO1	ENSG00000166342	18	NETO1|81832	TRUE
NETO2	ENSG00000171208	16	NETO2|81831	TRUE
NEU2	ENSG00000115488	2	NEU2|4759	FALSE
NEU3	ENSG00000162139	11	NEU3|10825	FALSE
NEU4	ENSG00000204099	2	NEU4|129807	TRUE
NEURL1B	ENSG00000214357	5	NEURL1B|54492	TRUE
NEURL2	ENSG00000124257	20	NEURL2|140825	FALSE
NEURL3	ENSG00000163121	2	NEURL3|93082	FALSE
NEURL4	ENSG00000215041	17	NEURL4|84461	TRUE
NEURL1	ENSG00000107954	10	NEURL|9148	TRUE
NEUROD1	ENSG00000162992	2	NEUROD1|4760	FALSE
NEUROD2	ENSG00000171532	17	NEUROD2|4761	TRUE
NEUROD4	ENSG00000123307	12	NEUROD4|58158	FALSE
NEUROD6	ENSG00000164600	7	NEUROD6|63974	TRUE
NEUROG1	ENSG00000181965	5	NEUROG1|4762	FALSE
NEUROG2	ENSG00000178403	4	NEUROG2|63973	FALSE
NEUROG3	ENSG00000122859	10	NEUROG3|50674	FALSE
NEXN	ENSG00000162614	1	NEXN|91624	FALSE
NF1P9	ENSG00000281347	15	NF1P1|440225	FALSE
NF1	ENSG00000196712	17	NF1|4763	TRUE
NF2	ENSG00000186575	22	NF2|4771	TRUE
NFAM1	ENSG00000235568	22	NFAM1|150372	TRUE
NFASC	ENSG00000163531	1	NFASC|23114	TRUE
NFAT5	ENSG00000102908	16	NFAT5|10725	TRUE
NFATC1	ENSG00000131196	18	NFATC1|4772	TRUE
84901	ENSG00000176953	16	NFATC2IP|84901	TRUE
NFATC2	ENSG00000101096	20	NFATC2|4773	FALSE
NFATC3	ENSG00000072736	16	NFATC3|4775	TRUE
NFATC4	ENSG00000100968	14	NFATC4|4776	TRUE
NFE2L1	ENSG00000082641	17	NFE2L1|4779	TRUE
NFE2L2	ENSG00000116044	2	NFE2L2|4780	TRUE
NFE2L3	ENSG00000050344	7	NFE2L3|9603	FALSE
NFE2	ENSG00000123405	12	NFE2|4778	FALSE
NFIA	ENSG00000162599	1	NFIA|4774	TRUE
NFIB	ENSG00000147862	9	NFIB|4781	TRUE
NFIC	ENSG00000141905	19	NFIC|4782	TRUE
NFIL3	ENSG00000165030	9	NFIL3|4783	TRUE
NFIX	ENSG00000008441	19	NFIX|4784	FALSE
NFKB1	ENSG00000109320	4	NFKB1|4790	TRUE
NFKB2	ENSG00000077150	10	NFKB2|4791	TRUE
NFKBIA	ENSG00000100906	14	NFKBIA|4792	TRUE
NFKBIB	ENSG00000104825	19	NFKBIB|4793	TRUE
NFKBID	ENSG00000167604	19	NFKBID|84807	FALSE
NFKBIE	ENSG00000146232	6	NFKBIE|4794	TRUE
TONSL	ENSG00000160949	8	NFKBIL2|4796	FALSE
NFKBIZ	ENSG00000144802	3	NFKBIZ|64332	FALSE
NFRKB	ENSG00000170322	11	NFRKB|4798	TRUE
NFS1	ENSG00000244005	20	NFS1|9054	TRUE
NFU1	ENSG00000169599	2	NFU1|27247	TRUE
NFX1	ENSG00000086102	9	NFX1|4799	TRUE
NFXL1	ENSG00000170448	4	NFXL1|152518	FALSE
NFYA	ENSG00000001167	6	NFYA|4800	TRUE
NFYB	ENSG00000120837	12	NFYB|4801	TRUE
NFYC	ENSG00000066136	1	NFYC|4802	TRUE
NGB	ENSG00000165553	14	NGB|58157	FALSE
NGDN	ENSG00000129460	14	NGDN|25983	TRUE
NGEF	ENSG00000066248	2	NGEF|25791	TRUE
BEX3	ENSG00000166681	X	NGFRAP1|27018	TRUE
NGFR	ENSG00000064300	17	NGFR|4804	TRUE
NGF	ENSG00000134259	1	NGF|4803	FALSE
NGLY1	ENSG00000151092	3	NGLY1|55768	TRUE
NGRN	ENSG00000182768	15	NGRN|51335	TRUE
SLC9B1	ENSG00000164037	4	NHEDC1|150159	FALSE
SLC9B2	ENSG00000164038	4	NHEDC2|133308	TRUE
100294720	ENSG00000225391	6	NHEG1|100294720	FALSE
NHEJ1	ENSG00000187736	2	NHEJ1|79840	FALSE
NHLH1	ENSG00000171786	1	NHLH1|4807	FALSE
NHLH2	ENSG00000177551	1	NHLH2|4808	FALSE
NHLRC1	ENSG00000187566	6	NHLRC1|378884	FALSE
NHLRC2	ENSG00000196865	10	NHLRC2|374354	FALSE
NHLRC3	ENSG00000188811	13	NHLRC3|387921	TRUE
NHLRC4	ENSG00000257108	16	NHLRC4|283948	FALSE
SNU13	ENSG00000100138	22	NHP2L1|4809	TRUE
NHP2	ENSG00000145912	5	NHP2|55651	TRUE
NHSL1	ENSG00000135540	6	NHSL1|57224	TRUE
NHSL2	ENSG00000204131	X	NHSL2|340527	FALSE
NHS	ENSG00000188158	X	NHS|4810	FALSE
NICN1	ENSG00000145029	3	NICN1|84276	TRUE
NID1	ENSG00000116962	1	NID1|4811	TRUE
NID2	ENSG00000087303	14	NID2|22795	TRUE
NIF3L1	ENSG00000196290	2	NIF3L1|60491	TRUE
NINJ1	ENSG00000131669	9	NINJ1|4814	TRUE
NINJ2	ENSG00000171840	12	NINJ2|4815	FALSE
NINL	ENSG00000101004	20	NINL|22981	TRUE
NIN	ENSG00000100503	14	NIN|51199	TRUE
NIP7	ENSG00000132603	16	NIP7|51388	TRUE
NIPA1	ENSG00000170113	15	NIPA1|123606	TRUE
NIPA2	ENSG00000140157	15	NIPA2|81614	TRUE
NIPAL1	ENSG00000163293	4	NIPAL1|152519	FALSE
NIPAL2	ENSG00000104361	8	NIPAL2|79815	FALSE
NIPAL3	ENSG00000001461	1	NIPAL3|57185	TRUE
NIPAL4	ENSG00000172548	5	NIPAL4|348938	FALSE
NIPBL	ENSG00000164190	5	NIPBL|25836	TRUE
NIPSNAP1	ENSG00000184117	22	NIPSNAP1|8508	TRUE
NIPSNAP3A	ENSG00000136783	9	NIPSNAP3A|25934	TRUE
NIPSNAP3B	ENSG00000165028	9	NIPSNAP3B|55335	FALSE
NISCH	ENSG00000010322	3	NISCH|11188	TRUE
NIT1	ENSG00000158793	1	NIT1|4817	TRUE
NIT2	ENSG00000114021	3	NIT2|56954	TRUE
NKAIN1	ENSG00000084628	1	NKAIN1|79570	TRUE
NKAIN2	ENSG00000188580	6	NKAIN2|154215	TRUE
NKAIN4	ENSG00000101198	20	NKAIN4|128414	TRUE
NKAPL	ENSG00000189134	6	NKAPL|222698	FALSE
NKAP	ENSG00000101882	X	NKAP|79576	FALSE
NKD1	ENSG00000140807	16	NKD1|85407	TRUE
NKD2	ENSG00000145506	5	NKD2|85409	FALSE
NKG7	ENSG00000105374	19	NKG7|4818	FALSE
NKIRAS1	ENSG00000197885	3	NKIRAS1|28512	TRUE
NKIRAS2	ENSG00000168256	17	NKIRAS2|28511	TRUE
NKPD1	ENSG00000179846	19	NKPD1|284353	FALSE
NKRF	ENSG00000186416	X	NKRF|55922	TRUE
NKTR	ENSG00000114857	3	NKTR|4820	TRUE
NKX1-2	ENSG00000229544	10	NKX1-2|390010	FALSE
NKX2-1	ENSG00000136352	14	NKX2-1|7080	FALSE
NKX2-2	ENSG00000125820	20	NKX2-2|4821	TRUE
NKX2-3	ENSG00000119919	10	NKX2-3|159296	FALSE
NKX2-4	ENSG00000125816	20	NKX2-4|644524	FALSE
NKX2-5	ENSG00000183072	5	NKX2-5|1482	FALSE
NKX2-6	ENSG00000180053	8	NKX2-6|137814	FALSE
NKX2-8	ENSG00000136327	14	NKX2-8|26257	FALSE
NKX3-1	ENSG00000167034	8	NKX3-1|4824	FALSE
NKX3-2	ENSG00000109705	4	NKX3-2|579	FALSE
NKX6-1	ENSG00000163623	4	NKX6-1|4825	FALSE
NKX6-2	ENSG00000148826	10	NKX6-2|84504	TRUE
NKX6-3	ENSG00000165066	8	NKX6-3|157848	FALSE
NLE1	ENSG00000073536	17	NLE1|54475	TRUE
NLGN1	ENSG00000169760	3	NLGN1|22871	TRUE
NLGN2	ENSG00000169992	17	NLGN2|57555	TRUE
NLGN3	ENSG00000196338	X	NLGN3|54413	TRUE
NLGN4X	ENSG00000146938	X	NLGN4X|57502	TRUE
NLGN4Y	ENSG00000165246	Y	NLGN4Y|22829	TRUE
NLK	ENSG00000087095	17	NLK|51701	TRUE
NLN	ENSG00000123213	5	NLN|57486	TRUE
NLRC3	ENSG00000167984	16	NLRC3|197358	FALSE
NLRC4	ENSG00000091106	2	NLRC4|58484	FALSE
NLRC5	ENSG00000140853	16	NLRC5|84166	TRUE
NLRP10	ENSG00000182261	11	NLRP10|338322	FALSE
